level,item_code,item_name,n_days,zero_share,mean_qty_kg,median_qty_kg,distribution,n_positive,parameter_1,parameter_2,parameter_3,log_likelihood,aic,ks_statistic,ks_p_value
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,Lognormal,858,0.6501011479,27.33215612,0,-3686.289841,7376.579682,0.06880703349,0.0005622914778
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,Gamma,858,2.876748652,11.41769962,0,-3651.787729,7307.575458,0.06074534362,0.00340338328
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,Weibull,858,1.597958757,36.84150982,0,-3703.493189,7410.986378,0.1065681758,6.125682097e-09
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,Normal,747,2.97235743,2.366732165,,-1703.495182,3410.990363,0.1196017746,9.077665251e-10
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,Lognormal,747,0.7310090674,2.340001932,0,-1460.953372,2925.906744,0.06369312516,0.004454181073
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,Gamma,747,2.242761739,1.325311279,0,-1448.160854,2900.321707,0.03636926184,0.2698982696
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,Weibull,747,1.449276041,3.297973474,0,-1476.373122,2956.746244,0.05450535833,0.02274848742
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,Normal,821,14.52996346,11.2273239,,-3150.414248,6304.828496,0.1695347312,4.245380069e-21
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,Lognormal,821,0.9930503164,10.47941655,0,-3088.091004,6180.182007,0.1583797553,1.865802997e-18
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,Gamma,821,1.677306191,8.662678009,0,-2961.382631,5926.765262,0.1045134948,2.913431867e-08
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,Weibull,821,1.357278441,15.85604276,0,-2960.554097,5925.108194,0.1059301646,1.779892612e-08
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,Normal,448,10.49084821,7.144612115,,-1516.613081,3037.226162,0.1268949398,9.522910943e-07
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,Lognormal,448,0.6770120015,8.709135796,0,-1430.57368,2865.147359,0.1114947261,2.632190299e-05
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,Gamma,448,2.841972736,3.691396501,0,-1397.422015,2798.844031,0.07864703796,0.007399542521
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,Weibull,448,1.623921939,11.75428636,0,-1418.569682,2841.139363,0.1093929134,4.003955299e-05
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,Normal,362,7.02621547,4.901388187,,-1089.061435,2182.122869,0.0993967534,0.001447975829
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,Lognormal,362,0.8436502298,5.318227207,0,-1057.062176,2118.124352,0.1062358061,0.0005184981222
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,Gamma,362,1.945429744,3.611652125,0,-1028.672825,2061.345649,0.06838365892,0.06459435047
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,Weibull,362,1.486764634,7.779529151,0,-1028.092304,2060.184607,0.04950821808,0.3267040213
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,Normal,308,1.218253247,0.5951773616,,-277.2131522,558.4263044,0.05750764996,0.2504784958
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,Lognormal,308,0.5928808568,1.05461414,0,-292.4003153,588.8006305,0.1146475255,0.0005540568882
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,Gamma,308,3.624589058,0.3361079635,0,-269.1916969,542.3833939,0.08675130065,0.0182222194
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,Weibull,308,2.129967538,1.3730912,0,-264.6229954,533.2459909,0.06068761299,0.1984449636
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,Normal,326,1.541423313,0.8149234177,,-395.8544314,795.7088628,0.07590226875,0.04433131467
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,Lognormal,326,0.6229223124,1.313658841,0,-397.2053497,798.4106995,0.1114866766,0.0005518119948
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,Gamma,326,3.284424874,0.4693130067,0,-374.1180602,752.2361203,0.07169015501,0.06672151834
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,Weibull,326,1.974797256,1.738592934,0,-373.5234994,751.0469987,0.06864862846,0.08834407082
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,Normal,452,5.321455752,3.957115552,,-1263.093161,2530.186323,0.1727593757,2.883411162e-12
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,Lognormal,452,0.7157857592,4.199233277,0,-1138.798683,2281.597366,0.04397459377,0.3365524251
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,Gamma,452,2.263719606,2.350757461,0,-1138.16822,2280.33644,0.08994441834,0.001243400254
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,Weibull,452,1.487864994,5.931302468,0,-1153.219249,2310.438498,0.100752553,0.0001902694395
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,Normal,359,2.988857939,2.124243553,,-779.8751927,1563.750385,0.1942863116,2.40074214e-12
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,Lognormal,359,0.6647077351,2.396303683,0,-676.5204652,1357.04093,0.1814697877,8.113229617e-11
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,Gamma,359,2.41640035,1.236905109,0,-689.2663935,1382.532787,0.1626748542,9.071870265e-09
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,Weibull,359,1.541597055,3.348784771,0,-702.575776,1409.151552,0.1437388519,6.176468444e-07
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,Normal,252,0.8419484127,0.5998596077,,-228.7854815,461.570963,0.1317266793,0.0002839455369
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,Lognormal,252,0.6644986373,0.6790639508,0,-157.0403796,318.0807593,0.07165454185,0.143211883
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,Gamma,252,2.479490632,0.3395650711,0,-162.3901704,328.7803409,0.05709467043,0.3700878097
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,Weibull,252,1.550075969,0.9429675069,0,-172.2623249,348.5246498,0.07403302525,0.1200582865
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,Normal,327,4.107033639,7.614016895,,-1127.799917,2259.599834,0.3416120212,1.442024287e-34
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,Lognormal,327,0.7864947872,2.726488798,0,-713.44336,1430.88672,0.1547331347,2.652352648e-07
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,Gamma,327,1.363052512,3.013114757,0,-780.1176549,1564.23531,0.1747220307,3.352778057e-09
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,Weibull,327,1.011319626,4.133335264,0,-788.8999631,1581.799926,0.2118604317,2.338056073e-13
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,Normal,698,4.193409742,3.888652525,,-1938.346863,3880.693726,0.2057626422,2.154200209e-26
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,Lognormal,698,0.7558119942,3.13365295,0,-1592.26037,3188.52074,0.1266110752,3.262747386e-10
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,Gamma,698,1.865750442,2.247572691,0,-1631.291287,3266.582573,0.1133944543,2.834475335e-08
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,Weibull,698,1.29415646,4.580760384,0,-1658.224057,3320.448114,0.1302263006,8.822250916e-11
