sku_code,sku_name,category_name,record_days,first_date,last_date,sales_days,total_qty_kg,span_days,coverage,included,selection_reason
102900011030912,海鲜菇(份),食用菌,172,2022-02-08,2023-01-03,162,1303,330,0.5212121212,False,span<730;sales_days<180
102900011030929,鲜木耳(份),食用菌,191,2022-07-04,2023-06-26,182,741,358,0.5335195531,False,span<730
102900011031599,杏鲍菇(份),食用菌,22,2022-01-06,2022-04-14,19,102,99,0.2222222222,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011031841,双孢菇(份),食用菌,7,2022-02-08,2022-11-19,4,10,285,0.02456140351,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011031858,金针菇(份),食用菌,1,2022-08-27,2022-08-27,1,1,1,1,False,span<730;sales_days<180;total_qty<200
102900011031926,虫草花(份),食用菌,248,2022-01-19,2023-06-30,245,1109,528,0.4696969697,False,span<730
102900011031995,姬菇(份),食用菌,109,2022-01-25,2022-12-16,100,683,326,0.3343558282,False,span<730;sales_days<180;coverage<0.35
102900011032619,西峡香菇(2),食用菌,71,2022-03-15,2022-12-17,69,414.593,278,0.2553956835,False,span<730;sales_days<180;coverage<0.35
102900011032626,鲜木耳(2),食用菌,41,2022-03-13,2022-05-01,41,28.535,50,0.82,False,span<730;sales_days<180;total_qty<200
102900011032633,海鲜菇(2),食用菌,43,2022-03-13,2022-04-29,43,51.895,48,0.8958333333,False,span<730;sales_days<180;total_qty<200
102900011032640,姬菇(2),食用菌,33,2022-03-13,2022-04-29,33,16.953,48,0.6875,False,span<730;sales_days<180;total_qty<200
102900011033937,金针菇(2),食用菌,92,2022-04-17,2022-12-16,89,473.315,244,0.3770491803,False,span<730;sales_days<180
102900011033944,杏鲍菇(2),食用菌,299,2022-04-18,2023-05-24,293,1304.983,402,0.7437810945,False,span<730
102900011033968,西峡花菇(2),食用菌,21,2022-04-16,2022-12-14,10,9.24,243,0.08641975309,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011034330,双孢菇(盒),食用菌,388,2022-05-25,2023-06-30,293,4233,402,0.9651741294,False,span<730
102900011034538,花菇(一人份),食用菌,3,2023-01-31,2023-02-13,3,3,14,0.2142857143,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011034705,菌菇火锅套餐(份),食用菌,4,2023-01-06,2023-01-19,4,8,14,0.2857142857,False,span<730;sales_days<180;coverage<0.35;total_qty<200
102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,137,2023-01-20,2023-06-30,137,371,162,0.8456790123,False,span<730;sales_days<180
102900011035788,西峡香菇(份) ,食用菌,74,2022-10-13,2023-02-18,65,379,129,0.5736434109,False,span<730;sales_days<180
102900011036068,菌蔬四宝(份),食用菌,4,2022-12-29,2023-01-01,4,13,4,1,False,span<730;sales_days<180;total_qty<200
102900011036266,鹿茸菇(盒),食用菌,2,2023-02-13,2023-02-17,2,3,5,0.4,False,span<730;sales_days<180;total_qty<200
102900051009336,虫草花,食用菌,386,2020-08-31,2023-06-02,82,39.977,1006,0.3836978131,False,sales_days<180;total_qty<200
106930274220092,蟹味菇(袋),食用菌,104,2020-12-10,2021-12-17,99,400,373,0.2788203753,False,span<730;sales_days<180;coverage<0.35
106930274620090,海鲜菇(袋)(2),食用菌,53,2022-12-25,2023-02-23,51,709,61,0.868852459,False,span<730;sales_days<180
106931885000035,绣球菌,食用菌,6,2020-10-04,2021-04-12,6,7,191,0.03141361257,False,span<730;sales_days<180;coverage<0.35;total_qty<200
106931885000356,绣球菌(袋),食用菌,2,2022-04-25,2022-04-30,2,2,6,0.3333333333,False,span<730;sales_days<180;coverage<0.35;total_qty<200
106949711300068,金针菇(袋)(3),食用菌,265,2020-12-08,2021-09-08,258,2549,275,0.9636363636,False,span<730
106949711300167,金针菇(袋)(2),食用菌,218,2021-09-06,2022-09-12,215,3181,372,0.5860215054,False,span<730
106949711300259,金针菇(盒),食用菌,441,2022-01-16,2023-06-30,429,15602,531,0.8305084746,False,span<730
106956146480197,白玉菇(2),食用菌,59,2020-07-12,2021-05-29,59,251,322,0.1832298137,False,span<730;sales_days<180;coverage<0.35
106956146480203,蟹味菇(2),食用菌,32,2020-07-10,2022-02-07,32,95,578,0.0553633218,False,span<730;sales_days<180;coverage<0.35;total_qty<200
106957634300010,白玉菇(盒),食用菌,42,2022-01-13,2022-03-05,42,168,52,0.8076923077,False,span<730;sales_days<180;total_qty<200
106957634300058,蟹味菇(盒),食用菌,33,2022-01-13,2022-09-25,32,81,256,0.12890625,False,span<730;sales_days<180;coverage<0.35;total_qty<200
106958851400125,海鲜菇(袋)(4),食用菌,321,2020-12-29,2022-02-10,314,2150,409,0.7848410758,False,span<730
106971533450003,海鲜菇(包),食用菌,120,2021-10-11,2023-06-30,119,1303,628,0.1910828025,False,span<730;sales_days<180;coverage<0.35
106971533455008,海鲜菇(袋)(3),食用菌,245,2022-01-13,2023-04-24,240,1776,467,0.5246252677,False,span<730
106973223300667,虫草花(盒)(2),食用菌,2,2021-02-04,2021-07-01,1,1,148,0.01351351351,False,span<730;sales_days<180;coverage<0.35;total_qty<200
106973990980123,和丰阳光海鲜菇(包),食用菌,23,2022-07-08,2022-08-02,19,109,26,0.8846153846,False,span<730;sales_days<180;total_qty<200
