level,item_code,item_name,n_days,zero_share,mean_qty_kg,median_qty_kg,std_qty_kg,skewness,distribution,n_positive,parameter_1,parameter_2,parameter_3,log_likelihood,aic,ks_statistic,ks_p_value
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,5.346075476,1.315388806,Lognormal,762,0.7847459555,6.079892806,0,-2271.926135,4547.852271,0.1187296025,8.122272693e-10
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,5.346075476,1.315388806,Gamma,762,2.346686915,3.254135979,0,-2185.144072,4374.288144,0.08053147034,9.556845031e-05
sku,102900011008164,奶白菜,1041,0.2680115274,5.589784822,5.262,5.346075476,1.315388806,Weibull,762,1.641910945,8.532729347,0,-2183.595807,4371.191613,0.09605680806,1.430147191e-06
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,8.922409616,2.86336225,Normal,340,13.79254706,11.16614356,,-1302.820445,2609.640889,0.1115179385,0.000387390693
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,8.922409616,2.86336225,Lognormal,340,0.9554562154,9.596477413,0,-1235.821218,2475.642436,0.08526548341,0.01340242899
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,8.922409616,2.86336225,Gamma,340,1.523677629,9.052142522,0,-1215.989983,2435.979966,0.04324410078,0.5340224149
sku,102900011008522,甜白菜,1092,0.6886446886,4.294382784,0,8.922409616,2.86336225,Weibull,340,1.278712751,14.90969467,0,-1216.84766,2437.69532,0.04609425874,0.4520077354
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,10.0857239,6.579789313,Normal,904,8.84256969,10.46781429,,-3405.588375,6815.17675,0.2045551891,1.206729503e-33
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,10.0857239,6.579789313,Lognormal,904,1.047598883,5.458258613,0,-2858.96247,5721.92494,0.04494042349,0.05033282442
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,10.0857239,6.579789313,Gamma,904,1.175033593,7.525376078,0,-2867.27797,5738.55594,0.04098161584,0.0933690375
sku,102900051010455,黄白菜(2),1095,0.1744292237,7.300167123,4.616,10.0857239,6.579789313,Weibull,904,1.046149896,9.021637724,0,-2872.638329,5749.276658,0.03992566391,0.1090432289
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,15.98753523,1.876905764,Normal,1076,25.60961431,15.77132214,,-4494.593784,8993.187568,0.1262282033,2.102292773e-15
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,15.98753523,1.876905764,Lognormal,1076,0.6145143292,21.56366304,0,-4307.255043,8618.510086,0.04528012982,0.02350879814
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,15.98753523,1.876905764,Gamma,1076,3.06422822,8.357606703,0,-4286.86063,8577.721259,0.05072151911,0.007603802494
sku,102900005116714,西兰花,1095,0.01735159817,25.16524658,21.696,15.98753523,1.876905764,Weibull,1076,1.748107383,28.89130983,0,-4329.661536,8663.323072,0.07565083994,8.406247149e-06
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,11.99828633,2.073908904,Normal,444,18.90625,11.93836455,,-1731.020873,3466.041746,0.09839971769,0.0003405426547
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,11.99828633,2.073908904,Lognormal,444,0.9074438297,14.54856063,0,-1775.692302,3555.384604,0.1879739339,3.289659718e-14
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,11.99828633,2.073908904,Gamma,444,2.059524027,9.179912323,0,-1693.838862,3391.677723,0.1280592119,8.304615966e-07
sku,102900011009970,青梗散花,1095,0.5945205479,7.66609589,0,11.99828633,2.073908904,Weibull,444,1.597127205,20.94769737,0,-1683.425816,3370.851631,0.1107655707,3.362448387e-05
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,9.365218706,2.585099636,Normal,1022,13.31602348,9.063720612,,-3702.929034,7409.858067,0.1188429834,4.920745245e-13
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,9.365218706,2.585099636,Lognormal,1022,0.6766303687,10.87897364,0,-3490.273383,6984.546766,0.06092254691,0.0009696748691
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,9.365218706,2.585099636,Gamma,1022,2.628302,5.066397804,0,-3459.914839,6923.829677,0.04377878897,0.03860507111
sku,102900005116257,紫茄子(2),1095,0.06666666667,12.42828858,10.895,9.365218706,2.585099636,Weibull,1022,1.607037025,14.92879196,0,-3496.262484,6996.524968,0.06609475355,0.0002517781726
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,4.121070696,2.435101178,Normal,845,4.164510059,4.248320156,,-2421.315543,4846.631085,0.1813304224,8.747831164e-25
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,4.121070696,2.435101178,Lognormal,845,0.9680603346,2.683444446,0,-2005.674153,4015.348306,0.02585398385,0.6150672534
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,4.121070696,2.435101178,Gamma,845,1.278628079,3.257014395,0,-2035.701442,4075.402884,0.06365003028,0.002028519123
sku,102900005116509,青茄子(1),1095,0.2283105023,3.213708676,1.927,4.121070696,2.435101178,Weibull,845,1.098485327,4.330690081,0,-2044.003237,4092.006474,0.06486351744,0.001556630542
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,4.2441336,3.018026891,Normal,454,5.501160793,4.50648891,,-1327.70342,2659.406839,0.1175713054,6.334488585e-06
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,4.2441336,3.018026891,Lognormal,454,0.8511359515,4.041724889,0,-1205.109712,2414.219424,0.07470315558,0.01194198938
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,4.2441336,3.018026891,Gamma,454,1.77025959,3.107544693,0,-1190.572847,2385.145695,0.02841716439,0.8464895771
sku,102900011022764,长线茄,882,0.485260771,2.831663265,0.6925,4.2441336,3.018026891,Weibull,454,1.34337773,6.021190908,0,-1197.185438,2398.370875,0.03701718458,0.5499807063
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,1.855872164,3.778609147,Normal,501,2.091195609,2.207630222,,-1107.639946,2219.279892,0.208707874,1.274301737e-19
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,1.855872164,3.778609147,Lognormal,501,0.8485400612,1.436159786,0,-809.9533172,1623.906634,0.06291902034,0.03625056128
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,1.855872164,3.778609147,Gamma,501,1.47513515,1.417629842,0,-849.9729428,1703.945886,0.07435199233,0.00744560174
sku,102900051000463,圆茄子(2),1038,0.5173410405,1.009334297,0,1.855872164,3.778609147,Weibull,501,1.147099286,2.21263096,0,-861.9704842,1727.940968,0.101181375,6.43260474e-05
sku,102900005116219,红尖椒,1066,0.7054409006,0.4123517824,0,0.8956874534,3.195222637,Normal,314,1.399894904,1.158069918,,-491.6276927,987.2553853,0.1296340303,4.634209098e-05
sku,102900005116219,红尖椒,1066,0.7054409006,0.4123517824,0,0.8956874534,3.195222637,Lognormal,314,0.8697748829,1.00637318,0,-403.7319793,811.4639586,0.07666745312,0.04728385024
sku,102900005116219,红尖椒,1066,0.7054409006,0.4123517824,0,0.8956874534,3.195222637,Gamma,314,1.662078634,0.84225552,0,-398.5916539,801.1833078,0.04081789248,0.6567410459
sku,102900005116219,红尖椒,1066,0.7054409006,0.4123517824,0,0.8956874534,3.195222637,Weibull,314,1.303105817,1.523780493,0,-402.5991214,809.1982427,0.04746085336,0.4649410894
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,1.450375403,1.787688473,Normal,617,1.924520259,1.425345966,,-1094.158863,2192.317726,0.09702152534,1.657210597e-05
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,1.450375403,1.787688473,Lognormal,617,0.8601750679,1.421659675,0,-999.6289493,2003.257899,0.07805932201,0.00102244306
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,1.450375403,1.787688473,Gamma,617,1.79968854,1.069362957,0,-967.3685338,1938.737068,0.02921261383,0.6571554256
sku,102900005116226,青尖椒,1034,0.4032882012,1.148383946,0.602,1.450375403,1.787688473,Weibull,617,1.407242328,2.117758726,0,-969.3132063,1942.626413,0.01611907723,0.9964309709
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,8.206560832,9.540334066,Normal,755,4.582455629,9.523693226,,-2772.904544,5549.809088,0.3225816707,2.056560983e-70
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,8.206560832,9.540334066,Lognormal,755,0.8088821648,2.898173421,0,-1714.542478,3433.084955,0.07181876712,0.0007849125849
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,8.206560832,9.540334066,Gamma,755,1.231287821,3.721677054,0,-1894.673432,3793.346865,0.1668723469,7.617577213e-19
sku,102900005116233,红椒(1),1089,0.3067033976,3.177000918,1.976,8.206560832,9.540334066,Weibull,755,0.955202697,4.449024269,0,-1902.085814,3808.171628,0.1511357475,1.603281397e-15
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,1.089754449,7.596823614,Normal,588,1.121022109,1.272743296,,-976.1465497,1956.293099,0.1955714208,3.525829573e-20
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,1.089754449,7.596823614,Lognormal,588,0.8820829227,0.785744039,0,-618.778938,1241.557876,0.06416632767,0.01508206502
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,1.089754449,7.596823614,Gamma,588,1.552675323,0.721993898,0,-624.8026069,1253.605214,0.03861906525,0.3358027152
sku,102900005116943,红杭椒,1088,0.4595588235,0.6058465074,0.2015,1.089754449,7.596823614,Weibull,588,1.176132441,1.194206941,0,-640.3377539,1284.675508,0.05023616638,0.09937386407
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,0.8233477027,11.09101226,Normal,284,0.9267323944,1.405514476,,-499.6531121,1003.306224,0.2798138275,3.707076274e-20
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,0.8233477027,11.09101226,Lognormal,284,0.8648079712,0.6009464353,0,-217.1013189,438.2026377,0.06968369033,0.1209354418
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,0.8233477027,11.09101226,Gamma,284,1.29562205,0.7152798879,0,-256.9079362,517.8158725,0.08856217778,0.02181224425
sku,102900005117209,七彩椒(1),1094,0.7404021938,0.2405776965,0,0.8233477027,11.09101226,Weibull,284,1.024813458,0.9386098884,0,-262.1979729,528.3959458,0.1293679423,0.0001326537389
sku,102900005119968,青杭椒(2),980,0.9081632653,0.131122449,0,0.5300733058,5.404155791,Normal,90,1.427777778,1.099181238,,-136.2153696,276.4307393,0.1176500878,0.1527530029
sku,102900005119968,青杭椒(2),980,0.9081632653,0.131122449,0,0.5300733058,5.404155791,Lognormal,90,0.9078333163,1.021450896,0,-120.9121296,245.8242592,0.1123059134,0.1913269634
sku,102900005119968,青杭椒(2),980,0.9081632653,0.131122449,0,0.5300733058,5.404155791,Gamma,90,1.639853751,0.8706738494,0,-116.3051814,236.6103629,0.06269052562,0.8491409822
sku,102900005119968,青杭椒(2),980,0.9081632653,0.131122449,0,0.5300733058,5.404155791,Weibull,90,1.339147205,1.557650991,0,-116.480999,236.9619979,0.05360847386,0.945845565
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,0.5582204151,4.713938918,Normal,217,0.977156682,0.8740926373,,-278.7082068,561.4164136,0.1587806715,3.025134037e-05
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,0.5582204151,4.713938918,Lognormal,217,0.782643682,0.7209280033,0,-183.7219163,371.4438326,0.0503282176,0.6231897889
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,0.5582204151,4.713938918,Gamma,217,1.792796249,0.5450461438,0,-193.3629092,390.7258183,0.05489755128,0.5123889058
sku,102900005123880,灯笼椒(1),1061,0.7954759661,0.1998520264,0,0.5582204151,4.713938918,Weibull,217,1.289985174,1.06577316,0,-200.1748585,404.3497169,0.06689161302,0.2736548853
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,2.107825177,5.093232373,Normal,585,2.474505983,2.280913212,,-1312.45594,2628.91188,0.1783652956,9.4036843e-17
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,2.107825177,5.093232373,Lognormal,585,0.8960709285,1.833262911,0,-1120.450626,2244.901252,0.1416517784,1.052189494e-10
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,2.107825177,5.093232373,Gamma,585,1.815867687,1.362712713,0,-1062.870737,2129.741474,0.09463367866,5.196008697e-05
sku,102900005125808,小米椒,1036,0.4353281853,1.397283784,0.8865,2.107825177,5.093232373,Weibull,585,1.313140136,2.697050369,0,-1076.770405,2157.540809,0.1168923398,2.020904581e-07
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,7.53159357,2.27824251,Normal,858,9.084963869,7.383941476,,-2932.855158,5869.710315,0.1313167934,2.319050753e-13
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,7.53159357,2.27824251,Lognormal,858,0.8025287762,6.824429375,0,-2676.496419,5356.992839,0.04160507304,0.09971271108
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,7.53159357,2.27824251,Gamma,858,1.897268321,4.7884444,0,-2664.617032,5333.234065,0.03625670234,0.2043474392
sku,102900011000328,螺丝椒,1094,0.2157221207,7.125136197,5.498,7.53159357,2.27824251,Weibull,858,1.367812323,9.994572016,0,-2684.82297,5373.64594,0.05873991342,0.00514407489
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,0.6286023294,4.21468771,Normal,272,1.024308824,0.8895137677,,-354.1054411,712.2108821,0.1554737993,3.300156525e-06
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,0.6286023294,4.21468771,Lognormal,272,0.7900617736,0.7568548651,0,-246.0812896,496.1625791,0.04703561114,0.5677443246
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,0.6286023294,4.21468771,Gamma,272,1.801066703,0.5687234248,0,-254.8638806,513.7277613,0.05632522167,0.3412713093
sku,102900011001219,红灯笼椒(1),1086,0.7495395948,0.2565488029,0,0.6286023294,4.21468771,Weibull,272,1.309263892,1.119626751,0,-262.3671702,528.7343405,0.06207046498,0.2355454792
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,24.37568914,3.007566642,Normal,858,32.84585198,23.12192215,,-3912.239513,7828.479025,0.1433751175,7.461866426e-16
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,24.37568914,3.007566642,Lognormal,858,0.6501011479,27.33215612,0,-3686.289841,7376.579682,0.06880703349,0.0005622914778
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,24.37568914,3.007566642,Gamma,858,2.876748652,11.41769962,0,-3651.787729,7307.575458,0.06074534362,0.00340338328
sku,102900011016701,芜湖青椒(1),1022,0.1604696673,27.57508904,24.7965,24.37568914,3.007566642,Weibull,858,1.597958757,36.84150982,0,-3703.493189,7410.986378,0.1065681758,6.125682097e-09
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,2.395142177,3.846847381,Normal,747,2.97235743,2.366732165,,-1703.495182,3410.990363,0.1196017746,9.077665251e-10
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,2.395142177,3.846847381,Lognormal,747,0.7310090674,2.340001932,0,-1460.953372,2925.906744,0.06369312516,0.004454181073
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,2.395142177,3.846847381,Gamma,747,2.242761739,1.325311279,0,-1448.160854,2900.321707,0.03636926184,0.2698982696
sku,102900051004294,青线椒,1095,0.3178082192,2.027717808,1.64,2.395142177,3.846847381,Weibull,747,1.449276041,3.297973474,0,-1476.373122,2956.746244,0.05450535833,0.02274848742
sku,102900005115250,西峡花菇(1),1016,0.7076771654,2.769404528,0,7.46239521,8.004234872,Normal,297,9.473787879,11.268698,,-1140.767296,2285.534592,0.2072710819,1.141978416e-11
sku,102900005115250,西峡花菇(1),1016,0.7076771654,2.769404528,0,7.46239521,8.004234872,Lognormal,297,1.046938418,6.234590188,0,-978.5916841,1961.183368,0.1552016537,1.030147492e-06
sku,102900005115250,西峡花菇(1),1016,0.7076771654,2.769404528,0,7.46239521,8.004234872,Gamma,297,1.337106103,7.085292528,0,-957.6954926,1919.390985,0.1104674997,0.001302199239
sku,102900005115250,西峡花菇(1),1016,0.7076771654,2.769404528,0,7.46239521,8.004234872,Weibull,297,1.108532215,9.886758031,0,-961.7461199,1927.49224,0.1329492949,4.874534707e-05
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,11.59024636,1.832264268,Normal,821,14.52996346,11.2273239,,-3150.414248,6304.828496,0.1695347312,4.245380069e-21
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,11.59024636,1.832264268,Lognormal,821,0.9930503164,10.47941655,0,-3088.091004,6180.182007,0.1583797553,1.865802997e-18
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,11.59024636,1.832264268,Gamma,821,1.677306191,8.662678009,0,-2961.382631,5926.765262,0.1045134948,2.913431867e-08
sku,102900005116530,西峡香菇(1),1078,0.2384044527,11.06595547,9.044,11.59024636,1.832264268,Weibull,821,1.357278441,15.85604276,0,-2960.554097,5925.108194,0.1059301646,1.779892612e-08
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,6.891305888,3.082472065,Normal,448,10.49084821,7.144612115,,-1516.613081,3037.226162,0.1268949398,9.522910943e-07
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,6.891305888,3.082472065,Lognormal,448,0.6770120015,8.709135796,0,-1430.57368,2865.147359,0.1114947261,2.632190299e-05
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,6.891305888,3.082472065,Gamma,448,2.841972736,3.691396501,0,-1397.422015,2798.844031,0.07864703796,0.007399542521
sku,102900005116547,金针菇(1),1095,0.5908675799,4.292146119,0,6.891305888,3.082472065,Weibull,448,1.623921939,11.75428636,0,-1418.569682,2841.139363,0.1093929134,4.003955299e-05
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,4.352155406,2.554657107,Normal,362,7.02621547,4.901388187,,-1089.061435,2182.122869,0.0993967534,0.001447975829
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,4.352155406,2.554657107,Lognormal,362,0.8436502298,5.318227207,0,-1057.062176,2118.124352,0.1062358061,0.0005184981222
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,4.352155406,2.554657107,Gamma,362,1.945429744,3.611652125,0,-1028.672825,2061.345649,0.06838365892,0.06459435047
sku,102900005116837,平菇,1089,0.6675849403,2.335619835,0,4.352155406,2.554657107,Weibull,362,1.486764634,7.779529151,0,-1028.092304,2060.184607,0.04950821808,0.3267040213
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,0.6984184807,1.418940193,Normal,308,1.218253247,0.5951773616,,-277.2131522,558.4263044,0.05750764996,0.2504784958
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,0.6984184807,1.418940193,Lognormal,308,0.5928808568,1.05461414,0,-292.4003153,588.8006305,0.1146475255,0.0005540568882
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,0.6984184807,1.418940193,Gamma,308,3.624589058,0.3361079635,0,-269.1916969,542.3833939,0.08675130065,0.0182222194
sku,102900005116912,姬菇(1),800,0.615,0.4690275,0,0.6984184807,1.418940193,Weibull,308,2.129967538,1.3730912,0,-264.6229954,533.2459909,0.06068761299,0.1984449636
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,0.8963150379,1.615062745,Normal,326,1.541423313,0.8149234177,,-395.8544314,795.7088628,0.07590226875,0.04433131467
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,0.8963150379,1.615062745,Lognormal,326,0.6229223124,1.313658841,0,-397.2053497,798.4106995,0.1114866766,0.0005518119948
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,0.8963150379,1.615062745,Gamma,326,3.284424874,0.4693130067,0,-374.1180602,752.2361203,0.07169015501,0.06672151834
sku,102900005119944,海鲜菇(1),874,0.6270022883,0.5749473684,0,0.8963150379,1.615062745,Weibull,326,1.974797256,1.738592934,0,-373.5234994,751.0469987,0.06864862846,0.08834407082
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,3.650723861,2.769541857,Normal,452,5.321455752,3.957115552,,-1263.093161,2530.186323,0.1727593757,2.883411162e-12
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,3.650723861,2.769541857,Lognormal,452,0.7157857592,4.199233277,0,-1138.798683,2281.597366,0.04397459377,0.3365524251
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,3.650723861,2.769541857,Gamma,452,2.263719606,2.350757461,0,-1138.16822,2280.33644,0.08994441834,0.001243400254
sku,102900005125815,杏鲍菇(1),1095,0.5872146119,2.196619178,0,3.650723861,2.769541857,Weibull,452,1.487864994,5.931302468,0,-1153.219249,2310.438498,0.100752553,0.0001902694395
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,1.975600693,2.307504135,Normal,359,2.988857939,2.124243553,,-779.8751927,1563.750385,0.1942863116,2.40074214e-12
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,1.975600693,2.307504135,Lognormal,359,0.6647077351,2.396303683,0,-676.5204652,1357.04093,0.1814697877,8.113229617e-11
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,1.975600693,2.307504135,Gamma,359,2.41640035,1.236905109,0,-689.2663935,1382.532787,0.1626748542,9.071870265e-09
sku,102900011001806,姬菇(包),914,0.6072210066,1.173960613,0,1.975600693,2.307504135,Weibull,359,1.541597055,3.348784771,0,-702.575776,1409.151552,0.1437388519,6.176468444e-07
sku,102900011001813,金针菇(袋)(1),888,0.8614864865,2.421171171,0,13.14277462,13.44904087,Normal,123,17.4796748,31.36601382,,-598.3536077,1200.707215,0.2996528965,2.72848227e-10
sku,102900011001813,金针菇(袋)(1),888,0.8614864865,2.421171171,0,13.14277462,13.44904087,Lognormal,123,1.107289682,8.938909027,0,-456.4858882,916.9717763,0.07188315318,0.525126056
sku,102900011001813,金针菇(袋)(1),888,0.8614864865,2.421171171,0,13.14277462,13.44904087,Gamma,123,0.8748383215,19.98046309,0,-474.1538412,952.3076824,0.1615307005,0.002851321089
sku,102900011001813,金针菇(袋)(1),888,0.8614864865,2.421171171,0,13.14277462,13.44904087,Weibull,123,0.8518683661,15.69887491,0,-471.1499012,946.2998024,0.1342832156,0.02143950402
sku,102900011007044,银耳(朵),943,0.8504772004,0.3054082715,0,0.8989462535,3.837664027,Normal,141,2.042553191,1.362477616,,-243.6823126,491.3646253,0.2530978676,1.897473746e-08
sku,102900011007044,银耳(朵),943,0.8504772004,0.3054082715,0,0.8989462535,3.837664027,Lognormal,141,0.5763596139,1.705248462,0,-197.6292484,399.2584968,0.2979551367,1.356738096e-11
sku,102900011007044,银耳(朵),943,0.8504772004,0.3054082715,0,0.8989462535,3.837664027,Gamma,141,2.926269549,0.6980058253,0,-207.5967084,419.1934168,0.2874880356,8.235193444e-11
sku,102900011007044,银耳(朵),943,0.8504772004,0.3054082715,0,0.8989462535,3.837664027,Weibull,141,1.653819262,2.308111733,0,-215.9098461,435.8196921,0.2533951418,1.816023403e-08
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,0.506767858,3.13754034,Normal,252,0.8419484127,0.5998596077,,-228.7854815,461.570963,0.1317266793,0.0002839455369
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,0.506767858,3.13754034,Lognormal,252,0.6644986373,0.6790639508,0,-157.0403796,318.0807593,0.07165454185,0.143211883
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,0.506767858,3.13754034,Gamma,252,2.479490632,0.3395650711,0,-162.3901704,328.7803409,0.05709467043,0.3700878097
sku,102900011009246,鲜木耳(1),840,0.7,0.2525845238,0,0.506767858,3.13754034,Weibull,252,1.550075969,0.9429675069,0,-172.2623249,348.5246498,0.07403302525,0.1200582865
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,4.949184507,14.74363222,Normal,327,4.107033639,7.614016895,,-1127.799917,2259.599834,0.3416120212,1.442024287e-34
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,4.949184507,14.74363222,Lognormal,327,0.7864947872,2.726488798,0,-713.44336,1430.88672,0.1547331347,2.652352648e-07
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,4.949184507,14.74363222,Gamma,327,1.363052512,3.013114757,0,-780.1176549,1564.23531,0.1747220307,3.352778057e-09
sku,102900011012994,杏鲍菇(袋),919,0.6441784548,1.461371055,0,4.949184507,14.74363222,Weibull,327,1.011319626,4.133335264,0,-788.8999631,1581.799926,0.2118604317,2.338056073e-13
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,3.731455158,3.825624447,Normal,698,4.193409742,3.888652525,,-1938.346863,3880.693726,0.2057626422,2.154200209e-26
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,3.731455158,3.825624447,Lognormal,698,0.7558119942,3.13365295,0,-1592.26037,3188.52074,0.1266110752,3.262747386e-10
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,3.731455158,3.825624447,Gamma,698,1.865750442,2.247572691,0,-1631.291287,3266.582573,0.1133944543,2.834475335e-08
sku,102900011013274,白玉菇(袋),1058,0.3402646503,2.766540643,2,3.731455158,3.825624447,Weibull,698,1.29415646,4.580760384,0,-1658.224057,3320.448114,0.1302263006,8.822250916e-11
