date,sku_code,sku_name,category_name,sales_qty_kg,log_sales,trend,seasonal_7,seasonal_365,residual
2021-04-18,102900011016701,芜湖青椒(1),辣椒类,79.583,4.389287709,2.363312396,0.5602750142,1.462940225,0.00276007355
2021-04-19,102900011016701,芜湖青椒(1),辣椒类,42.657,3.776363636,2.364503827,0.07929416496,1.329805742,0.002759901532
2021-04-20,102900011016701,芜湖青椒(1),辣椒类,42.696,3.777256565,2.365695142,-0.1396088277,1.548410909,0.002759340982
2021-04-21,102900011016701,芜湖青椒(1),辣椒类,34.1,3.55820113,2.366886339,-0.2227163119,1.415269959,-0.001238855652
2021-04-22,102900011016701,芜湖青椒(1),辣椒类,25.972,3.294799291,2.368077414,-0.3349601537,1.258924984,0.002757046358
2021-04-23,102900011016701,芜湖青椒(1),辣椒类,26.595,3.317634597,2.369268364,-0.2057470373,1.151357962,0.002755308135
2021-04-24,102900011016701,芜湖青椒(1),辣椒类,54.921,4.02393998,2.370459186,0.2334974519,1.41723017,0.002753173071
2021-04-25,102900011016701,芜湖青椒(1),辣椒类,35.924,3.608861746,2.371649875,0.5723851319,0.6620761002,0.00275063889
2021-04-26,102900011016701,芜湖青椒(1),辣椒类,40.089,3.715740446,2.372840429,0.105543477,1.234608837,0.002747703225
2021-04-27,102900011016701,芜湖青椒(1),辣椒类,33.231,3.533131666,2.374030843,-0.1250995562,1.281456016,0.002744363621
2021-04-28,102900011016701,芜湖青椒(1),辣椒类,30.578,3.452460676,2.375221113,-0.2167331873,1.291232132,0.002740617526
2021-04-29,102900011016701,芜湖青椒(1),辣椒类,36.559,3.62591303,2.376411236,-0.336831379,1.583596711,0.002736462289
2021-04-30,102900011016701,芜湖青椒(1),辣椒类,28.011,3.367675068,2.377601207,-0.2400980726,1.227440039,0.002731895154
2021-05-01,102900011016701,芜湖青椒(1),辣椒类,51.77,3.965942847,2.378791021,0.228267663,1.35615725,0.002726913255
2021-05-02,102900011016701,芜湖青椒(1),辣椒类,48.895,3.909920797,2.379980675,0.5564317821,0.9707868268,0.002721513612
2021-05-03,102900011016701,芜湖青椒(1),辣椒类,53.554,3.999191037,2.381170163,0.1318827599,1.483422421,0.002715693126
2021-05-04,102900011016701,芜湖青椒(1),辣椒类,22.129,3.141087241,2.38235948,-0.1081983095,0.8642166224,0.002709448571
2021-05-05,102900011016701,芜湖青椒(1),辣椒类,37.902,3.661045663,2.383548621,-0.2197749908,1.494569256,0.002702776592
2021-05-06,102900011016701,芜湖青椒(1),辣椒类,52.619,3.981903483,2.384737582,-0.328841571,1.923311798,0.002695673695
2021-05-07,102900011016701,芜湖青椒(1),辣椒类,53.632,4.000619792,2.385926356,-0.2737551115,1.885760411,0.002688136244
2021-05-08,102900011016701,芜湖青椒(1),辣椒类,42.365,3.769652664,2.387114938,0.2270911351,1.15276643,0.00268016045
2021-05-09,102900011016701,芜湖青椒(1),辣椒类,66.127,4.206586348,2.388303322,0.5476364906,1.267974792,0.00267174237
2021-05-10,102900011016701,芜湖青椒(1),辣椒类,41.488,3.749221683,2.389491502,0.1489642206,1.208103082,0.002662877895
2021-05-11,102900011016701,芜湖青椒(1),辣椒类,23.618,3.203477883,2.390679472,-0.09646580295,0.9066106508,0.002653562748
2021-05-12,102900011016701,芜湖青椒(1),辣椒类,20.502,3.068145954,2.391867225,-0.2299462039,0.9035811404,0.002643792467
2021-05-13,102900011016701,芜湖青椒(1),辣椒类,19.599,3.025242531,2.393054754,-0.3174484943,0.9470027085,0.00263356241
2021-05-14,102900011016701,芜湖青椒(1),辣椒类,26.736,3.322731208,2.394242053,-0.2807630511,1.206629339,0.002622867733
2021-05-15,102900011016701,芜湖青椒(1),辣椒类,34.525,3.570236674,2.395429114,0.2297439178,0.9424519389,0.002611703394
2021-05-16,102900011016701,芜湖青椒(1),辣椒类,100.877,4.623766203,2.396615929,0.5340444418,1.689113406,0.003992425643
2021-05-17,102900011016701,芜湖青椒(1),辣椒类,61.15,4.129550818,2.397802492,0.1549088278,1.574251554,0.002587944481
2021-05-18,102900011016701,芜湖青椒(1),辣椒类,55.477,4.033833476,2.398988793,-0.09316726898,1.725436613,0.002575338718
2021-05-19,102900011016701,芜湖青椒(1),辣椒类,50.797,3.947332233,2.400174825,-0.2404894195,1.788655774,-0.001008946953
2021-05-20,102900011016701,芜湖青椒(1),辣椒类,40.383,3.722870168,2.401360579,-0.2970188383,1.615979783,0.002548644823
2021-05-21,102900011016701,芜湖青椒(1),辣椒类,4.119,1.632959107,2.402546045,-0.283096426,-0.4890250557,0.002534544028
2021-05-22,102900011016701,芜湖青椒(1),辣椒类,67.247,4.223133477,2.403731215,0.2397100772,1.577172253,0.002519931781
2021-05-23,102900011016701,芜湖青椒(1),辣椒类,103.061,4.644977266,2.40491608,0.5175603406,1.719996044,0.002504801069
2021-05-24,102900011016701,芜湖青椒(1),辣椒类,32.455,3.510201252,2.406100629,0.148539715,0.953071764,0.002489144594
2021-05-25,102900011016701,芜湖青椒(1),辣椒类,31.145,3.470256918,2.407284852,-0.09709225538,1.157591367,0.002472954754
2021-05-26,102900011016701,芜湖青椒(1),辣椒类,37.237,3.643803633,2.408468738,-0.2453523502,1.478231022,0.002456223641
2021-05-27,102900011016701,芜湖青椒(1),辣椒类,4.303,1.668272698,2.409652277,-0.2546181185,-0.4892004035,0.002438943029
2021-05-28,102900011016701,芜湖青椒(1),辣椒类,46.071,3.8516571,2.410835458,-0.2916862907,-0.4437328309,2.176240764
2021-05-29,102900011016701,芜湖青椒(1),辣椒类,78.189,4.3718374,2.412018268,0.2609610214,1.696455412,0.002402698749
2021-05-30,102900011016701,芜湖青椒(1),辣椒类,70.004,4.262736213,2.413200696,0.4766326881,1.370519112,0.002383716963
2021-05-31,102900011016701,芜湖青椒(1),辣椒类,35.271,3.591018524,2.41438273,0.1296204615,1.044651183,0.002364149427
2021-06-01,102900011016701,芜湖青椒(1),辣椒类,52.295,3.975842518,2.415564356,-0.1057525428,-1.009339474,2.675370179
2021-06-02,102900011016701,芜湖青椒(1),辣椒类,72.251,4.2938919,2.416745562,-0.2408197059,2.115642827,0.002323216974
2021-06-03,102900011016701,芜湖青椒(1),辣椒类,57.1,4.062165664,2.417926334,-0.1996456683,1.841583167,0.002301831086
2021-06-04,102900011016701,芜湖青椒(1),辣椒类,31.67,3.486457226,2.419106658,-0.3038240346,1.368894784,0.002279817492
2021-06-05,102900011016701,芜湖青椒(1),辣椒类,50.281,3.937320313,2.420286521,0.2915990203,1.223177607,0.00225716477
2021-06-06,102900011016701,芜湖青椒(1),辣椒类,46.398,3.858580034,2.421465907,0.4321067456,1.00277352,0.002233861119
2021-06-07,102900011016701,芜湖青椒(1),辣椒类,37.447,3.64928067,2.422644801,0.1002422832,1.12418369,0.002209894357
2021-06-08,102900011016701,芜湖青椒(1),辣椒类,30.431,3.447794667,2.423823189,-0.121908158,1.143694384,0.002185251929
2021-06-09,102900011016701,芜湖青椒(1),辣椒类,24.07,3.221671912,2.425001055,-0.2287099684,1.023220905,0.002159920907
2021-06-10,102900011016701,芜湖青椒(1),辣椒类,29.559,3.419659241,2.426178381,-0.1407385994,1.132085571,0.002133888004
2021-06-11,102900011016701,芜湖青椒(1),辣椒类,39.864,3.71024948,2.427355154,-0.3201560256,1.600943212,0.002107139585
2021-06-12,102900011016701,芜湖青椒(1),辣椒类,30.849,3.461005984,2.428531355,0.328185239,0.7022097292,0.002079661683
2021-06-13,102900011016701,芜湖青椒(1),辣椒类,44.308,3.813483617,2.429706967,0.3934625708,-1.012244862,2.002558941
2021-06-14,102900011016701,芜湖青椒(1),辣椒类,38.334,3.672089285,2.430881975,0.0619091132,1.177275736,0.002022460037
2021-06-15,102900011016701,芜湖青椒(1),辣椒类,24.872,3.253161303,2.432056361,-0.1414926062,0.9606048413,0.001992706933
2021-06-16,102900011016701,芜湖青椒(1),辣椒类,26.134,3.300787554,2.433230107,-0.2113752001,1.076970482,0.001962165693
2021-06-17,102900011016701,芜湖青椒(1),辣椒类,26.314,3.307399391,2.434403196,-0.07972046412,0.9507858382,0.00193082113
2021-06-18,102900011016701,芜湖青椒(1),辣椒类,22.607,3.161543278,2.435575611,-0.3390004441,1.063069453,0.001898657933
2021-06-19,102900011016701,芜湖青椒(1),辣椒类,49.81,3.928093186,2.436747335,0.3634268379,1.126053352,0.001865660726
2021-06-20,102900011016701,芜湖青椒(1),辣椒类,47.558,3.88275896,2.43791835,0.3562436847,1.086765111,0.001831814132
2021-06-21,102900011016701,芜湖青椒(1),辣椒类,31.343,3.476397614,2.439088639,0.02159774711,1.013914125,0.001797102842
2021-06-22,102900011016701,芜湖青椒(1),辣椒类,25.917,3.292758057,2.440258187,-0.1611023275,-0.8847234253,1.898325623
2021-06-23,102900011016701,芜湖青椒(1),辣椒类,27.017,3.332811469,2.441426976,-0.1880326372,1.078883432,0.0005336979021
2021-06-24,102900011016701,芜湖青椒(1),辣椒类,16.324,2.852092823,2.442594992,-0.01866694313,0.4264771441,0.001687630567
2021-06-25,102900011016701,芜湖青椒(1),辣椒类,18.716,2.981430489,2.443762219,-0.3551882028,0.8912071607,0.001649311905
2021-06-26,102900011016701,芜湖青椒(1),辣椒类,43.285,3.790646019,2.444928644,0.3877689857,0.95728144,0.0006669498429
2021-06-27,102900011016701,芜湖青椒(1),辣椒类,46.928,3.869699885,2.446094253,0.3204924615,1.094852871,0.008260300098
2021-06-28,102900011016701,芜湖青椒(1),辣椒类,24.703,3.246607717,2.447259034,-0.01753412867,-1.029727263,1.846610074
2021-06-29,102900011016701,芜湖青椒(1),辣椒类,17.987,2.943754534,2.448422976,-0.17789339,0.671738406,0.00148654252
2021-06-30,102900011016701,芜湖青椒(1),辣椒类,16.176,2.843513061,2.44958607,-0.1576866228,0.5501701953,0.001443418498
2021-07-01,102900011016701,芜湖青椒(1),辣椒类,28.081,3.37008504,2.450748306,0.03342872188,0.8845087095,0.001399302075
2021-07-02,102900011016701,芜湖青椒(1),辣椒类,12.265,2.585128988,2.45190968,-0.362824416,0.4946895385,0.001354185368
2021-07-03,102900011016701,芜湖青椒(1),辣椒类,35.583,3.599583652,2.453070184,0.3989377279,0.7462676782,0.001308061725
2021-07-04,102900011016701,芜湖青椒(1),辣椒类,25.103,3.26205025,2.454229815,0.289750613,0.5168088963,0.001260925749
2021-07-05,102900011016701,芜湖青椒(1),辣椒类,17.064,2.893921007,2.455388571,-0.05381210176,0.4911317645,0.001212773265
2021-07-06,102900011016701,芜湖青椒(1),辣椒类,15.028,2.774337193,2.456546452,-0.1887551684,0.5053823084,0.001163601227
2021-07-07,102900011016701,芜湖青椒(1),辣椒类,14.549,2.743996328,2.457703456,-0.127542064,0.4127215284,0.001113407545
2021-07-08,102900011016701,芜湖青椒(1),辣椒类,19.599,3.025242531,2.458859585,0.06692031646,0.4984004383,0.001062190806
2021-07-09,102900011016701,芜湖青椒(1),辣椒类,11.39,2.516889696,2.460014841,-0.3593314237,0.4151963281,0.001009949872
2021-07-10,102900011016701,芜湖青椒(1),辣椒类,29.496,3.417595527,2.461169225,0.3972493071,0.5582203118,0.0009566833173
2021-07-11,102900011016701,芜湖青椒(1),辣椒类,18.538,2.972361287,2.462322737,0.2652109045,0.2439252572,0.000902388675
2021-07-12,102900011016701,芜湖青椒(1),辣椒类,28.381,3.380348207,2.463475374,-0.08157290177,0.997598673,0.0008470614544
2021-07-13,102900011016701,芜湖青椒(1),辣椒类,2.276,1.186623166,2.464627132,-0.1904150404,-1.088379619,0.0007906938797
2021-07-14,102900011016701,芜湖青椒(1),辣椒类,19.414,3.01622094,2.465780859,-0.1033891897,0.6530892462,0.0007400248584
2021-07-15,102900011016701,芜湖青椒(1),辣椒类,21.641,3.119762422,2.466933886,0.08497177828,0.5671680317,0.0006887260301
2021-07-16,102900011016701,芜湖青椒(1),辣椒类,40.907,3.735452877,2.468086206,-0.3461168452,1.612846721,0.0006367949522
2021-07-17,102900011016701,芜湖青椒(1),辣椒类,37.842,3.659502135,2.469237811,0.3809804903,0.8086996047,0.0005842290904
2021-07-18,102900011016701,芜湖青椒(1),辣椒类,43.381,3.79281145,2.47038869,0.2463297031,1.075562031,0.000531025773
2021-07-19,102900011016701,芜湖青椒(1),辣椒类,22.758,3.167919316,2.471538829,-0.0968734506,0.7927767553,0.0004771822428
2021-07-20,102900011016701,芜湖青椒(1),辣椒类,24.951,3.256210145,2.472688214,-0.1780206905,0.9611199256,0.0004226956176
2021-07-21,102900011016701,芜湖青椒(1),辣椒类,35.874,3.607506696,2.473836815,-0.08978673096,1.223089049,0.0003675627411
2021-07-22,102900011016701,芜湖青椒(1),辣椒类,41.893,3.758708642,2.474984599,0.0902622871,1.193149976,0.0003117803847
2021-07-23,102900011016701,芜湖青椒(1),辣椒类,23.846,3.212696774,2.476131533,-0.3253694721,1.061679367,0.0002553453086
2021-07-24,102900011016701,芜湖青椒(1),辣椒类,53.437,3.99704407,2.477277584,0.3494077948,1.170160437,0.0001982542635
2021-07-25,102900011016701,芜湖青椒(1),辣椒类,41.309,3.744999829,2.478422716,0.2327795182,1.033657091,0.0001405039916
2021-07-26,102900011016701,芜湖青椒(1),辣椒类,31.341,3.476335775,2.479566897,-0.09389743814,1.090584225,8.20912286e-05
2021-07-27,102900011016701,芜湖青椒(1),辣椒类,31.935,3.494535922,2.480710092,-0.1569936176,1.170796435,2.301270516e-05
2021-07-28,102900011016701,芜湖青椒(1),辣椒类,40.612,3.728388587,2.481852265,-0.0868742742,1.333447332,-3.673485071e-05
2021-07-29,102900011016701,芜湖青椒(1),辣椒类,15.506,2.803723951,2.482993381,0.08291763584,0.237910089,-9.715471145e-05
2021-07-30,102900011016701,芜湖青椒(1),辣椒类,32.3,3.505557397,2.484133406,-0.3017358765,1.323318118,-0.0001582501475
2021-07-31,102900011016701,芜湖青椒(1),辣椒类,32.234,3.503573448,2.485272303,0.3064190172,0.7121021527,-0.0002200244243
2021-08-01,102900011016701,芜湖青椒(1),辣椒类,50.329,3.938255895,2.486410036,0.2277387485,1.224389591,-0.0002824807994
2021-08-02,102900011016701,芜湖青椒(1),辣椒类,50.687,3.945206299,2.48754657,-0.07722362174,1.535228974,-0.000345622519
2021-08-03,102900011016701,芜湖青椒(1),辣椒类,28.374,3.380109929,2.488681867,-0.1291990056,1.02103652,-0.0004094528144
2021-08-04,102900011016701,芜湖青椒(1),辣椒类,59.703,4.10599312,2.489815891,-0.09334942644,1.71000063,-0.0004739748977
2021-08-05,102900011016701,芜湖青椒(1),辣椒类,38.821,3.684394411,2.490948606,0.06252809605,1.131456902,-0.0005391919578
2021-08-06,102900011016701,芜湖青椒(1),辣椒类,23.612,3.203234129,2.492079972,-0.2804138099,0.9921730738,-0.0006051071557
2021-08-07,102900011016701,芜湖青椒(1),辣椒类,42.926,3.7825064,2.493209954,0.2608667688,1.029101401,-0.0006717236192
2021-08-08,102900011016701,芜湖青椒(1),辣椒类,33.754,3.548294673,2.494338513,0.2344422165,0.8202529884,-0.0007390444379
2021-08-09,102900011016701,芜湖青椒(1),辣椒类,36.92,3.635478677,2.495465611,-0.05226457128,1.19308471,-0.0008070726569
2021-08-10,102900011016701,芜湖青椒(1),辣椒类,42.506,3.77289886,2.496591211,-0.09767885003,1.37486231,-0.0008758112709
2021-08-11,102900011016701,芜湖青椒(1),辣椒类,35.612,3.600376056,2.497715273,-0.1054561833,1.209062229,-0.0009452632175
2021-08-12,102900011016701,芜湖青椒(1),辣椒类,58.938,4.093310695,2.49883776,0.02928882248,1.566199544,-0.00101543137
2021-08-13,102900011016701,芜湖青椒(1),辣椒类,53.085,3.990556883,2.499958632,-0.2654435007,1.757128071,-0.001086318528
2021-08-14,102900011016701,芜湖青椒(1),辣椒类,70.933,4.27573513,2.50107785,0.2172882529,1.558526954,-0.001157927415
2021-08-15,102900011016701,芜湖青椒(1),辣椒类,49.406,3.920110216,2.502195376,0.2534724261,1.165672674,-0.00123026066
2021-08-16,102900011016701,芜湖青椒(1),辣椒类,27.723,3.357698196,2.503311171,-0.02093237087,0.8766227164,-0.001303320799
2021-08-17,102900011016701,芜湖青椒(1),辣椒类,37.682,3.655374376,2.504425194,-0.06739323643,1.219719528,-0.001377110256
2021-08-18,102900011016701,芜湖青椒(1),辣椒类,32.368,3.507597357,2.505537407,-0.1189738677,1.122485449,-0.00145163134
2021-08-19,102900011016701,芜湖青椒(1),辣椒类,33.514,3.541365039,2.506647769,-0.01196741309,1.048211569,-0.001526886226
2021-08-20,102900011016701,芜湖青椒(1),辣椒类,31.483,3.480716876,2.507756242,-0.2588225513,1.233386062,-0.001602876952
2021-08-21,102900011016701,芜湖青椒(1),辣椒类,32.592,3.514287943,2.508862785,0.1766135579,0.8304912064,-0.0016796054
2021-08-22,102900011016701,芜湖青椒(1),辣椒类,60.347,4.11654627,2.509967358,0.2818247468,1.326511239,-0.001757073283
2021-08-23,102900011016701,芜湖青椒(1),辣椒类,2.014,1.1032681,2.511069921,0.01454720939,-1.420513748,-0.001835282135
2021-08-24,102900011016701,芜湖青椒(1),辣椒类,35.236,3.5900531,2.512170433,-0.03939423012,1.11919113,-0.001914233327
2021-08-25,102900011016701,芜湖青椒(1),辣椒类,36.323,3.619609759,2.513268842,-0.1318770133,1.240211858,-0.00199392813
2021-08-26,102900011016701,芜湖青椒(1),辣椒类,36.27,3.618188713,2.514365096,-0.05627924227,1.162177228,-0.002074367571
2021-08-27,102900011016701,芜湖青椒(1),辣椒类,44.934,3.827205584,2.515459137,-0.2616989831,1.575600982,-0.002155552434
2021-08-28,102900011016701,芜湖青椒(1),辣椒类,41.349,3.745944808,2.516550892,0.1425716731,1.089059727,-0.002237483486
2021-08-29,102900011016701,芜湖青椒(1),辣椒类,57.434,4.067897912,2.51764026,0.3160591213,1.236518692,-0.00232016143
2021-08-30,102900011016701,芜湖青椒(1),辣椒类,41.602,3.751901201,2.51872714,0.04983812003,1.185739527,-0.002403586507
2021-08-31,102900011016701,芜湖青椒(1),辣椒类,39.277,3.695780586,2.519811426,-0.0160554344,1.194512353,-0.002487758366
2021-09-01,102900011016701,芜湖青椒(1),辣椒类,26.445,3.312184002,2.520893009,-0.1404805042,0.9343441734,-0.002572676429
2021-09-02,102900011016701,芜湖青椒(1),辣椒类,24.285,3.230211335,2.521971754,-0.1006447298,0.8115426516,-0.002658341361
2021-09-03,102900011016701,芜湖青椒(1),辣椒类,21.919,3.131966261,2.523047494,-0.2749386497,0.8866021723,-0.002744755274
2021-09-04,102900011016701,芜湖青椒(1),辣椒类,59.793,4.107474651,2.524120029,0.1177297633,1.46845678,-0.002831921514
2021-09-05,102900011016701,芜湖青椒(1),辣椒类,34.059,3.557032357,2.52518913,0.356921336,0.6778417352,-0.002919844437
2021-09-06,102900011016701,芜湖青椒(1),辣椒类,28.018,3.367916327,2.526254534,0.07830514756,0.7663651745,-0.003008529165
2021-09-07,102900011016701,芜湖青椒(1),辣椒类,28.579,3.38706465,2.527315949,-0.009719903098,0.872566586,-0.003097981323
2021-09-08,102900011016701,芜湖青椒(1),辣椒类,20.324,3.059833199,2.528373048,-0.1470443742,0.6816927321,-0.003188206774
2021-09-09,102900011016701,芜湖青椒(1),辣椒类,26.335,3.308167932,2.529425477,-0.146780011,0.9288016781,-0.003279211319
2021-09-10,102900011016701,芜湖青椒(1),辣椒类,17.725,2.929859529,2.530472848,-0.3012591406,0.7040168221,-0.003371000399
2021-09-11,102900011016701,芜湖青椒(1),辣椒类,34.222,3.561670887,2.531514748,0.1490500735,0.8845696451,-0.003463578767
2021-09-12,102900011016701,芜湖青椒(1),辣椒类,32.012,3.496871132,2.53255073,0.4040201099,0.7011121395,-0.1408118476
2021-09-13,102900011016701,芜湖青椒(1),辣椒类,30.819,3.460063596,2.533580324,0.07497907813,-0.9305866813,1.782090875
2021-09-14,102900011016701,芜湖青椒(1),辣椒类,20.169,3.052537847,2.534603031,-0.01190127749,-1.215165677,1.745001771
2021-09-15,102900011016701,芜湖青椒(1),辣椒类,15.272,2.789445839,2.53561833,-0.1472874473,-1.637889795,2.039004752
2021-09-16,102900011016701,芜湖青椒(1),辣椒类,12.133,2.575128147,2.536625677,-0.1876761292,-1.5147656,1.740944199
2021-09-17,102900011016701,芜湖青椒(1),辣椒类,13.005,2.639414409,2.537624507,-0.2851714095,-1.168666813,1.555628125
2021-09-18,102900011016701,芜湖青椒(1),辣椒类,20.74,3.079153882,2.53861424,0.1815013942,-1.236959072,1.595997319
2021-09-19,102900011016701,芜湖青椒(1),辣椒类,43.134,3.78723046,2.539594282,0.3686390786,-2.464952403,3.343949503
2021-09-20,102900011016701,芜湖青椒(1),辣椒类,48.36,3.89914038,2.540564028,0.08251633401,-2.42771752,3.703777538
2021-09-21,102900011016701,芜湖青椒(1),辣椒类,56.051,4.043945605,2.541522868,-0.01314144718,-1.227638947,2.74320313
2021-09-22,102900011016701,芜湖青椒(1),辣椒类,29.899,3.430723821,2.542470191,-0.1420525471,-1.162202339,2.192508516
2021-09-23,102900011016701,芜湖青椒(1),辣椒类,27.009,3.332525887,2.543405388,-0.222414033,-1.182908054,2.194442586
2021-09-24,102900011016701,芜湖青椒(1),辣椒类,17.804,2.934069613,2.544327857,-0.2647041028,-1.201463217,1.855909076
2021-09-25,102900011016701,芜湖青椒(1),辣椒类,52.619,3.981903483,2.545237014,0.2017244919,-1.48335131,2.718293287
2021-09-26,102900011016701,芜湖青椒(1),辣椒类,24.486,3.238129282,2.546132293,0.3736908177,-1.281758806,1.600064978
2021-09-27,102900011016701,芜湖青椒(1),辣椒类,19.135,3.002459594,2.547013156,0.07413100288,-1.254578676,1.635894112
2021-09-28,102900011016701,芜湖青椒(1),辣椒类,20.721,3.078279535,2.547879099,-0.02186718802,-1.119555663,1.671823286
2021-09-29,102900011016701,芜湖青椒(1),辣椒类,30.537,3.45116146,2.548729661,-0.1399191,-1.293982473,2.336333372
2021-09-30,102900011016701,芜湖青椒(1),辣椒类,21.736,3.123949571,2.549564427,-0.2523783313,-1.09996703,1.926730506
2021-10-01,102900011016701,芜湖青椒(1),辣椒类,46.809,3.867213906,2.55038304,-0.2549905859,-1.002415464,2.574236916
2021-10-02,102900011016701,芜湖青椒(1),辣椒类,45.825,3.846417248,2.551185204,0.2216822209,-1.022543575,2.096093398
2021-10-03,102900011016701,芜湖青椒(1),辣椒类,19.903,3.039892689,2.551970695,0.3801450154,-0.8599214146,0.967698394
2021-10-04,102900011016701,芜湖青椒(1),辣椒类,43.795,3.802096526,2.552739363,0.07220266654,-0.623511985,1.800666482
2021-10-05,102900011016701,芜湖青椒(1),辣椒类,43.292,3.790804074,2.553491143,-0.0285084228,-0.818196284,2.084017638
2021-10-06,102900011016701,芜湖青椒(1),辣椒类,54.424,4.015012713,2.554226058,-0.1463160525,-0.7703511043,2.377453812
2021-10-07,102900011016701,芜湖青椒(1),辣椒类,45.664,3.842972989,2.554944226,-0.277000457,-0.5238121113,2.088841332
2021-10-08,102900011016701,芜湖青椒(1),辣椒类,49.103,3.914080887,2.555645859,-0.2536903366,-1.038205343,2.650330707
2021-10-09,102900011016701,芜湖青椒(1),辣椒类,46.116,3.852612646,2.556331274,0.2382699987,-1.023850679,2.081862052
2021-10-10,102900011016701,芜湖青椒(1),辣椒类,80.322,4.398416583,2.557000888,0.4105034873,-0.8274519805,2.258364188
2021-10-11,102900011016701,芜湖青椒(1),辣椒类,41.774,3.755930441,2.557655222,0.09335767122,-0.9495922088,2.054509757
2021-10-12,102900011016701,芜湖青椒(1),辣椒类,39.552,3.702585101,2.558294898,-0.0412730125,-0.9444112845,2.1299745
2021-10-13,102900011016701,芜湖青椒(1),辣椒类,30.462,3.448780468,2.558920641,-0.1486005,-0.9452110346,1.983671362
2021-10-14,102900011016701,芜湖青椒(1),辣椒类,22.217,3.144884769,2.559533273,-0.2846292531,-1.065351448,1.935332197
2021-10-15,102900011016701,芜湖青椒(1),辣椒类,28.463,3.383135239,2.560133707,-0.2306148072,-0.8381627084,1.891779047
2021-10-16,102900011016701,芜湖青椒(1),辣椒类,56.756,4.05622724,2.560722945,0.2644437234,-0.811319841,2.042380412
2021-10-17,102900011016701,芜湖青椒(1),辣椒类,50.592,3.943366622,2.561302066,0.403210382,-0.8391167003,1.817970874
2021-10-18,102900011016701,芜湖青椒(1),辣椒类,26.567,3.316619405,2.561872221,0.001093254111,-0.5846316031,1.338285533
2021-10-19,102900011016701,芜湖青椒(1),辣椒类,31.366,3.477108489,2.562434622,-0.044654459,-0.7872273316,1.746555657
2021-10-20,102900011016701,芜湖青椒(1),辣椒类,29.213,3.408272295,2.562990533,-0.1256597123,-0.9384918983,1.909433372
2021-10-21,102900011016701,芜湖青椒(1),辣椒类,13.594,2.680610485,2.563541258,-0.2625709279,0.01632638383,0.3633137714
2021-10-22,102900011016701,芜湖青椒(1),辣椒类,18.106,2.950002422,2.564088128,-0.1958797762,-1.155551313,1.737345382
2021-10-23,102900011016701,芜湖青椒(1),辣椒类,35.077,3.585655543,2.564632495,0.2763552529,-0.9015708977,1.646238693
2021-10-24,102900011016701,芜湖青椒(1),辣椒类,25.83,3.289520664,2.565175712,0.3802244233,-1.259004661,1.60312519
2021-10-25,102900011016701,芜湖青椒(1),辣椒类,18.786,2.984974617,2.56571913,-0.08667399121,-1.018905537,1.524835016
2021-10-26,102900011016701,芜湖青椒(1),辣椒类,20.516,3.068796844,2.56626408,-0.04883572482,-0.9182441334,1.469612622
2021-10-27,102900011016701,芜湖青椒(1),辣椒类,23.173,3.185236308,2.566811868,-0.105522249,-0.8523693583,1.576316047
2021-10-28,102900011016701,芜湖青椒(1),辣椒类,15.323,2.792575156,2.567363761,-0.2344132829,-0.9082062453,1.367830924
2021-10-29,102900011016701,芜湖青椒(1),辣椒类,15.218,2.786121737,2.567920979,-0.1791008403,-0.7499135343,1.147215132
2021-10-30,102900011016701,芜湖青椒(1),辣椒类,14.9,2.766319109,2.568484688,0.2569876135,-0.7413065493,0.6821533565
2021-10-31,102900011016701,芜湖青椒(1),辣椒类,22.327,3.149611488,2.569055994,0.3477794516,-0.9674314784,1.20020752
2021-11-01,102900011016701,芜湖青椒(1),辣椒类,16.132,2.84094806,2.569635933,-0.02079308148,-0.8088062421,1.10091145
2021-11-02,102900011016701,芜湖青椒(1),辣椒类,18.231,2.95652356,2.570225471,-0.07341870926,-2.520366122,2.980082921
2021-11-03,102900011016701,芜湖青椒(1),辣椒类,19.697,3.029988762,2.570825496,-0.1032564611,-0.8726315808,1.435051308
2021-11-04,102900011016701,芜湖青椒(1),辣椒类,15.044,2.775334948,2.571436819,-0.2041745676,-2.58621516,2.994287856
2021-11-05,102900011016701,芜湖青椒(1),辣椒类,26.707,3.321685089,2.572060172,-0.1745766438,-1.028648322,1.952849882
2021-11-06,102900011016701,芜湖青椒(1),辣椒类,27.121,3.336516628,2.572696205,0.2365480458,-0.973676511,1.500948888
2021-11-07,102900011016701,芜湖青椒(1),辣椒类,37.328,3.6461807,2.57334549,0.3231015005,-0.9185391958,1.668272905
2021-11-08,102900011016701,芜湖青椒(1),辣椒类,18.308,2.960519518,2.574008517,0.008899203414,-0.8639776814,1.241589479
2021-11-09,102900011016701,芜湖青椒(1),辣椒类,17.034,2.892258865,2.574685704,-0.09316146385,-0.9467294128,1.357464038
2021-11-10,102900011016701,芜湖青椒(1),辣椒类,20.674,3.076113386,2.575377392,-0.09649150883,-0.7991016283,1.396329131
2021-11-11,102900011016701,芜湖青椒(1),辣椒类,14.808,2.760516141,2.576083851,-0.1825611955,-0.7756225479,1.142616033
2021-11-12,102900011016701,芜湖青椒(1),辣椒类,17.595,2.922892727,2.576805286,-0.1704012029,-0.764320182,1.280808826
2021-11-13,102900011016701,芜湖青椒(1),辣椒类,20.74,3.079153882,2.577541837,0.2157435287,-0.7397857747,1.02565429
